place_id,name,latitude,longitude
ChIJA0SRCKigmkcRZoddSfBp8lM,Chop-Stick,47.37612,8.543800100000002
ChIJJQWeaqigmkcR57GwNe8FHgA,Walliser Keller,47.374996,8.5444818
ChIJDxgvDqigmkcRKLsszTuuF5Q,Restaurant Brasserie Johanniter | Swiss Restaurant & Eventraum,47.3757785,8.544113099999999
ChIJWYGt0QkKkEcRZrk65oCnca4,Bombay Karachi,47.37928840000001,8.543591500000002
ChIJfbuY96egmkcR1Zkx9oqpPuY,King’s Cave Restaurant,47.3770831,8.543692000000002
ChIJRXrTLKagmkcRrz5S079asYo,Mensa Polyterrasse,47.37647689999999,8.546670299999999
ChIJK_GNGKagmkcRQthRadUbgao,Dozentenfoyer HG,47.37639300000001,8.547994
ChIJG7Yh0amgmkcRI7GI0awSb-o,Ristorante Bianchi,47.37354209999999,8.5429627
ChIJQXlfQaigmkcRyl3F5S0b3Z0,Raclette Stube,47.3747571,8.544810600000002
ChIJK_CetqSgmkcR9YThi0vwHSU,Convita Bethanien,47.3793134,8.556142099999999
ChIJwcvP9KegmkcRi0lMyqj6hyI,Positano,47.37750279999999,8.543925400000001
ChIJZecLQaagmkcRjKxxhotcS_8,Tannenbar,47.377446,8.548049
ChIJV1Vnrr-gmkcRH2kzttBYdlY,Chalet Züriberg,47.3822673,8.5674182
ChIJawXKtq-gmkcR8RvbRRHZBCI,apoTHEKE,47.3735456,8.552859600000001
ChIJOabxY6GgmkcR8Z5D6GnN_zQ,Cafe Bar Meierei,47.3823,8.5508657
ChIJVSAC9qagmkcR0GrHonwlytU,Domino's Pizza Uni,47.378488,8.547943399999998
ChIJq7mo8KagmkcRKl-X9nZqxqU,Klara's kitchen,47.3788103,8.547900199999999
ChIJUz4CJqGgmkcRJPathEIq_JY,Rubina Restaurant & Weinkultur,47.3816012,8.548347399999999
ChIJw_lO5aagmkcR_akzHOtzPNY,The Alehouse,47.379121,8.547906
ChIJTXf7bkyhmkcR1ImE305ohMc,Rechberg,47.3740371,8.5461951
ChIJFfGVc6mgmkcRx3Q81JZhASs,Shui Tang,47.37226,8.545630000000001
ChIJrTC1AamgmkcR0gysGXWqTW8,New Bombay,47.37362659999999,8.5457229
ChIJmRD0bKigmkcR6IMGOJtNePI,Holy Cow! Gourmet Burger Co. ZÜRICH ZÄHRINGERSTRASSE,47.3754531,8.544748700000001
ChIJ5YdkeaegmkcRntSrvuif-nw,Orient Catering,47.3786807,8.544514099999999
ChIJYxyJfKegmkcR8-P_t51dxTM,Kleine Freiheit,47.37915760000001,8.544535100000001
ChIJf9rQEaigmkcRLQFACZtEPhc,N-68,47.375648,8.5441121
ChIJx6G8PVKnmkcRKVm4bCNOMk8,Mohini,47.378238,8.544086
ChIJnbs3ZamgmkcRqAMSvICAIzU,Restaurant zum Grünen Glas,47.37154,8.545748
ChIJk6luREgKkEcRcQkMKzY5-as,25hours Hotel Zürich West,47.3909662,8.509516399999997
ChIJWxeh7AAKkEcRkYBoJQ5gnJY,CLOUDS,47.3860056,8.5171572
ChIJ7e10j0AKkEcRJwqD0PC3zpo,LaSalle,47.3887016,8.51893
ChIJm8s4jnIKkEcReH2cc_uIteM,Café des Amis,47.3886705,8.5360746
ChIJmXpx0UAKkEcRgXAl-W1ymbM,Angkor,47.39025720000001,8.517230300000001
ChIJlTRVQUEKkEcRn7bmoPCCQHM,sphères,47.3920621,8.5188165
ChIJBwlLA0AKkEcRUufCJf_iFCk,Billiardino,47.3883807,8.5223421
ChIJyxjjDEAKkEcRpPZ0Vwvz-as,Nooch Asian Kitchen,47.3886254,8.521213399999999
ChIJ5TIRVRMKkEcRxW3YNi-LVps,Alpenrose,47.3871669,8.528477300000002
ChIJ_Wco1BMKkEcRPUh7lCAFhik,LILY'S ORIGINAL,47.3825379,8.5296603
ChIJ__KkZD8KkEcRtFIpA8nkRbc,les halles,47.38782940000001,8.5186164
ChIJ_5GXzWoKkEcR4_b1SxT7cYw,Don Weber,47.3878575,8.5244445
ChIJkeyI1BYKkEcR21q9gWkRGX0,Toro Bar,47.38034469999999,8.5261035
ChIJtZm8sBMKkEcRqOOKYHN_IlU,Santa Lucia Limmatplatz,47.38390870000001,8.529582399999999
ChIJL1PWR2kKkEcRXo_Cz2BA8EY,Nordbrücke,47.3933386,8.5294512
ChIJfUqc00EKkEcRGVd4dZ0E2vU,Spaghetti Pomodoro,47.3903283,8.522816299999999
ChIJrYZ50hMKkEcROYGsDfIAA_A,McDonald’s,47.3828775,8.5298801
ChIJt_XAvhAKkEcRl7n7Rc4lXLg,Gambrinus,47.37873190000001,8.5269793
ChIJoWy-nD8KkEcRkhIPJ7A7b5k,Big Ben Westside,47.3872942,8.5195782
ChIJQ6sIrRMKkEcRjuLcQxaLRWE,Cucina,47.3841654,8.530408299999998
ChIJez42yxMKkEcRa_avZIPK520,Cinque,47.3832624,8.530179500000001
ChIJwSv9pDgKkEcRZC_vlC--xYk,Equinox,47.3881085,8.5146265
ChIJU2Z5yHMKkEcR30xxkEhXLrU,Thali,47.3903311,8.5392156
ChIJfYsbtWsKkEcRxDSTi3PGeSg,Taj Palace,47.3910164,8.5264819
